preferredName_A,preferredName_B,score,Experimental System,Experimental System Type
FASN,PXDNL,0.467,functional_association,functional
FASN,G6PC2,0.489,functional_association,functional
FASN,CYP3A4,0.468,functional_association,functional
FASN,EPHX2,0.47,functional_association,functional
FASN,HK1,0.477,functional_association,functional
FASN,TNF,0.481,functional_association,functional
FASN,IL6,0.488,functional_association,functional
FASN,H6PD,0.489,functional_association,functional
IRS1,PPARD,0.481,functional_association,functional
IRS1,CASP3,0.491,functional_association,functional
IRS1,PNPLA2,0.506,functional_association,functional
CYCS,GPX3,0.737,functional_association,functional
CYCS,HIF1A,0.648,functional_association,functional
CYCS,POR,0.679,functional_association,functional
CYCS,GSK3B,0.693,functional_association,functional
CYCS,MMP9,0.731,functional_association,functional
CYCS,PTGS2,0.734,functional_association,functional
CYCS,GPX2,0.737,functional_association,functional
CYCS,GPX5,0.738,functional_association,functional
CYCS,UCP2,0.619,functional_association,functional
CYCS,GPX6,0.738,functional_association,functional
CYCS,HSPA5,0.738,functional_association,functional
CYCS,GPX8,0.763,functional_association,functional
CYCS,GPX7,0.763,functional_association,functional
CYCS,IL6,0.776,functional_association,functional
CYCS,TNF,0.81,functional_association,functional
CYCS,MTOR,0.643,functional_association,functional
CYCS,DHFR,0.607,functional_association,functional
CYCS,JUN,0.829,functional_association,functional
CYCS,AGT,0.514,functional_association,functional
CYCS,G6PD,0.458,functional_association,functional
CYCS,HAO1,0.478,functional_association,functional
CYCS,SLC2A4,0.482,functional_association,functional
CYCS,VCP,0.488,functional_association,functional
CYCS,LEP,0.489,functional_association,functional
CYCS,PSEN1,0.494,functional_association,functional
CYCS,H6PD,0.514,functional_association,functional
CYCS,GPT,0.6,functional_association,functional
CYCS,PPARA,0.529,functional_association,functional
CYCS,FOXO1,0.539,functional_association,functional
CYCS,ESR1,0.541,functional_association,functional
CYCS,TERT,0.541,functional_association,functional
CYCS,LDHA,0.542,functional_association,functional
CYCS,GPX4,0.593,functional_association,functional
CYCS,AKT1,0.812,functional_association,functional
CYCS,ACTB,0.871,functional_association,functional
IRS1,AGT,0.52,functional_association,functional
GLUL,DHFR,0.49,functional_association,functional
GLUL,ACTB,0.478,functional_association,functional
GLUL,GPX7,0.479,functional_association,functional
GLUL,GPX8,0.48,functional_association,functional
GLUL,PPARD,0.484,functional_association,functional
GLUL,VCP,0.486,functional_association,functional
GLUL,LDHA,0.488,functional_association,functional
GLUL,GPT2,0.492,functional_association,functional
GLUL,CASP3,0.447,functional_association,functional
GLUL,G6PD,0.498,functional_association,functional
GLUL,GPT,0.579,functional_association,functional
GLUL,H6PD,0.604,functional_association,functional
GLUL,GOT1,0.612,functional_association,functional
GLUL,GAPDH,0.688,functional_association,functional
CYB5B,HSDL2,0.414,functional_association,functional
GLUL,GPX3,0.465,functional_association,functional
GLUL,MTOR,0.436,functional_association,functional
CYCS,GAPDH,0.88,functional_association,functional
GLUL,ACACB,0.41,functional_association,functional
CYCS,PXDNL,0.888,functional_association,functional
CYCS,INS,0.952,functional_association,functional
CYCS,CYB5A,0.996,functional_association,functional
CYCS,CYB5B,0.996,functional_association,functional
CYCS,BCL2,0.997,functional_association,functional
CYCS,CASP3,0.997,functional_association,functional
GLUL,INS,0.417,functional_association,functional
GLUL,GPX5,0.434,functional_association,functional
GLUL,ACAA1,0.422,functional_association,functional
GLUL,AKT1,0.422,functional_association,functional
GLUL,GART,0.423,functional_association,functional
GLUL,ACLY,0.43,functional_association,functional
GLUL,GPX6,0.433,functional_association,functional
GLUL,GPX2,0.434,functional_association,functional
CYCS,GPT2,0.457,functional_association,functional
CYCS,CAV1,0.456,functional_association,functional
CYCS,CYP1A1,0.453,functional_association,functional
IRS1,LEP,0.963,functional_association,functional
IRS1,ADIPOQ,0.734,functional_association,functional
IRS1,BCL2,0.785,functional_association,functional
IRS1,GSK3B,0.799,functional_association,functional
IRS1,FOXO1,0.854,functional_association,functional
IRS1,ESR1,0.903,functional_association,functional
IRS1,SLC2A4,0.94,functional_association,functional
IRS1,AKT1,0.972,functional_association,functional
IRS1,SREBF1,0.706,functional_association,functional
IRS1,MTOR,0.992,functional_association,functional
IRS1,INS,0.999,functional_association,functional
IRS1,IGF1R,0.999,functional_association,functional
ADRB2,MMP9,0.403,functional_association,functional
ADRB2,ACTB,0.405,functional_association,functional
ADRB2,PSEN1,0.405,functional_association,functional
IRS1,CAV1,0.722,functional_association,functional
IRS1,IL6,0.704,functional_association,functional
CYCS,HK1,0.436,functional_association,functional
IRS1,G6PC2,0.63,functional_association,functional
IRS1,UCP2,0.525,functional_association,functional
IRS1,PXDNL,0.552,functional_association,functional
IRS1,STK11,0.556,functional_association,functional
IRS1,FBXO40,0.56,functional_association,functional
IRS1,GAPDH,0.601,functional_association,functional
IRS1,ACTB,0.623,functional_association,functional
IRS1,LPIN1,0.636,functional_association,functional
IRS1,JUN,0.701,functional_association,functional
IRS1,ACACA,0.647,functional_association,functional
IRS1,TNF,0.647,functional_association,functional
IRS1,CD36,0.661,functional_association,functional
IRS1,GCG,0.661,functional_association,functional
IRS1,PPARA,0.663,functional_association,functional
IRS1,LPL,0.667,functional_association,functional
ADRB2,MGAM,0.419,functional_association,functional
ADRB2,GAPDH,0.448,functional_association,functional
ADRB2,LEP,0.449,functional_association,functional
CYCS,ABCB1,0.406,functional_association,functional
SLCO1A2,ABCB1,0.713,functional_association,functional
SLCO1A2,ABCC2,0.752,functional_association,functional
SLCO1A2,ABCG2,0.763,functional_association,functional
SLCO1A2,NR1H4,0.766,functional_association,functional
SLCO1A2,ABCB11,0.784,functional_association,functional
CYCS,CDK5,0.4,functional_association,functional
CYCS,CYP3A4,0.411,functional_association,functional
ADRB2,PTGS2,0.452,functional_association,functional
CYCS,SPTLC3,0.413,functional_association,functional
CYCS,BACE1,0.419,functional_association,functional
CYCS,STK11,0.42,functional_association,functional
CYCS,IGF1R,0.424,functional_association,functional
CYCS,GOT1,0.426,functional_association,functional
CYCS,RHOA,0.432,functional_association,functional
CD209,CEL,0.588,functional_association,functional
SLCO1A2,CYP3A4,0.678,functional_association,functional
SLCO1A2,CYP8B1,0.579,functional_association,functional
SLCO1A2,CYP2D6,0.519,functional_association,functional
SLCO1A2,ERLIN1,0.485,functional_association,functional
SLCO1A2,CYP7B1,0.471,functional_association,functional
SLCO1A2,CYP2C19,0.47,functional_association,functional
SLCO1A2,ABCG5,0.452,functional_association,functional
ADRB2,USP20,0.926,functional_association,functional
ADRB2,TNF,0.718,functional_association,functional
ADRB2,AGT,0.701,functional_association,functional
ADRB2,AKT1,0.669,functional_association,functional
ADRB2,GCG,0.645,functional_association,functional
ADRB2,INS,0.627,functional_association,functional
ADRB2,IL6,0.52,functional_association,functional
ADRB2,LDLRAP1,0.501,functional_association,functional
ADRB2,BACE1,0.453,functional_association,functional
CD209,CD36,0.519,functional_association,functional
CYP8B1,ABCB11,0.826,functional_association,functional
CD209,TNF,0.645,functional_association,functional
HSPA5,INS,0.678,functional_association,functional
HSPA5,PXDNL,0.659,functional_association,functional
HSPA5,STIP1,0.66,functional_association,functional
HSPA5,TNF,0.663,functional_association,functional
HSPA5,GSK3B,0.663,functional_association,functional
HSPA5,ESR1,0.668,functional_association,functional
HSPA5,JUN,0.671,functional_association,functional
HSPA5,IGF1R,0.701,functional_association,functional
HSPA5,CAV1,0.611,functional_association,functional
HSPA5,IL6,0.736,functional_association,functional
HSPA5,BCL2,0.738,functional_association,functional
HSPA5,MBTPS2,0.789,functional_association,functional
HSPA5,MBTPS1,0.795,functional_association,functional
HSPA5,AUP1,0.796,functional_association,functional
HSPA5,GAPDH,0.806,functional_association,functional
HSPA5,NFYA,0.636,functional_association,functional
HSPA5,GPX7,0.604,functional_association,functional
HSPA5,VCP,0.944,functional_association,functional
HSPA5,H6PD,0.476,functional_association,functional
HSPA5,GPX2,0.449,functional_association,functional
HSPA5,GPX3,0.45,functional_association,functional
HSPA5,HK1,0.451,functional_association,functional
HSPA5,PRKAA1,0.461,functional_association,functional
HSPA5,MTTP,0.471,functional_association,functional
HSPA5,SREBF2,0.475,functional_association,functional
HSPA5,SCP2,0.484,functional_association,functional
HSPA5,ACLY,0.555,functional_association,functional
HSPA5,FDFT1,0.484,functional_association,functional
HSPA5,AGT,0.486,functional_association,functional
HSPA5,SREBF1,0.506,functional_association,functional
HSPA5,MTOR,0.52,functional_association,functional
HSPA5,HIF1A,0.54,functional_association,functional
HSPA5,ERLIN2,0.547,functional_association,functional
HSPA5,ACTB,0.808,functional_association,functional
HSPA5,SEL1L,0.949,functional_association,functional
HSPA5,GPT,0.447,functional_association,functional
GSK3B,TNF,0.649,functional_association,functional
GSK3B,FOXM1,0.563,functional_association,functional
GSK3B,PTGS2,0.573,functional_association,functional
GSK3B,MMP9,0.612,functional_association,functional
GSK3B,CDK5,0.627,functional_association,functional
GSK3B,ESR1,0.629,functional_association,functional
GSK3B,IGF1R,0.643,functional_association,functional
GSK3B,HIF1A,0.653,functional_association,functional
GSK3B,PPARA,0.498,functional_association,functional
GSK3B,RHOA,0.659,functional_association,functional
GSK3B,PXDNL,0.68,functional_association,functional
GSK3B,IL6,0.682,functional_association,functional
GSK3B,STK11,0.71,functional_association,functional
GSK3B,BCL2,0.731,functional_association,functional
GSK3B,INS,0.753,functional_association,functional
GSK3B,GPX2,0.504,functional_association,functional
GSK3B,AGT,0.485,functional_association,functional
HSPA5,GPX4,0.952,functional_association,functional
GSK3B,ADIPOQ,0.453,functional_association,functional
HSPA5,SYVN1,0.961,functional_association,functional
HSPA5,AKT1,0.971,functional_association,functional
GSK3B,ABCG2,0.413,functional_association,functional
GSK3B,VCP,0.422,functional_association,functional
GSK3B,ABCB1,0.425,functional_association,functional
GSK3B,G6PC2,0.432,functional_association,functional
GSK3B,TOP2A,0.456,functional_association,functional
GSK3B,GCG,0.483,functional_association,functional
GSK3B,POLR2F,0.462,functional_association,functional
GSK3B,GPX3,0.468,functional_association,functional
GSK3B,GPX6,0.47,functional_association,functional
GSK3B,GPX5,0.471,functional_association,functional
GSK3B,GPX7,0.476,functional_association,functional
GSK3B,GPX8,0.477,functional_association,functional
HSPA5,GPX8,0.449,functional_association,functional
HSPA5,GPX5,0.446,functional_association,functional
CD209,IL6,0.742,functional_association,functional
HMGCS1,PPARA,0.777,functional_association,functional
HMGCS1,ACACA,0.664,functional_association,functional
HMGCS1,EBP,0.691,functional_association,functional
HMGCS1,HMGA1,0.695,functional_association,functional
HMGCS1,MBTPS1,0.704,functional_association,functional
HMGCS1,NFYA,0.711,functional_association,functional
HMGCS1,ABCA1,0.755,functional_association,functional
HMGCS1,CH25H,0.783,functional_association,functional
HMGCS1,NR1H3,0.588,functional_association,functional
HMGCS1,SCD,0.794,functional_association,functional
HMGCS1,PMVK,0.818,functional_association,functional
HMGCS1,COASY,0.85,functional_association,functional
HMGCS1,DHCR24,0.877,functional_association,functional
HMGCS1,INSIG1,0.885,functional_association,functional
HMGCS1,LSS,0.896,functional_association,functional
HMGCS1,ABCG5,0.62,functional_association,functional
HMGCS1,ELOVL6,0.584,functional_association,functional
HMGCS1,SREBF1,0.926,functional_association,functional
HMGCS1,PDSS1,0.517,functional_association,functional
HMGCS1,CARM1,0.48,functional_association,functional
HMGCS1,FBXO40,0.48,functional_association,functional
HMGCS1,ACSL3,0.499,functional_association,functional
HMGCS1,HSD3B1,0.501,functional_association,functional
HMGCS1,LBR,0.512,functional_association,functional
HMGCS1,LPIN1,0.513,functional_association,functional
HMGCS1,NDUFAF6,0.521,functional_association,functional
HMGCS1,RXRA,0.574,functional_association,functional
HMGCS1,COQ6,0.524,functional_association,functional
HMGCS1,SCP2,0.53,functional_association,functional
HMGCS1,HSPA5,0.534,functional_association,functional
HMGCS1,KMO,0.534,functional_association,functional
HMGCS1,ABCG1,0.535,functional_association,functional
HMGCS1,RUSC1,0.541,functional_association,functional
HMGCS1,HMGCS2,0.917,functional_association,functional
HMGCS1,ACLY,0.935,functional_association,functional
HSPA5,GPX6,0.442,functional_association,functional
PRKAG1,PRKAA2,0.999,functional_association,functional
PRKAG1,ACACA,0.953,functional_association,functional
PRKAG1,PRKAG3,0.957,functional_association,functional
PRKAG1,MTOR,0.964,functional_association,functional
PRKAG1,STK11,0.974,functional_association,functional
PRKAG1,PRKAB1,0.999,functional_association,functional
PRKAG1,PRKAA1,0.999,functional_association,functional
HSPA5,ACSL4,0.401,functional_association,functional
PRKAG1,FOXO1,0.906,functional_association,functional
HSPA5,GCG,0.403,functional_association,functional
HSPA5,FOXO1,0.405,functional_association,functional
HSPA5,PTGS2,0.411,functional_association,functional
HSPA5,MMP9,0.413,functional_association,functional
HSPA5,POR,0.422,functional_association,functional
HSPA5,PPARA,0.438,functional_association,functional
PRKAG1,ACACB,0.925,functional_association,functional
PRKAG1,EPHX2,0.843,functional_association,functional
HMGCS1,NSDHL,0.946,functional_association,functional
HMGCS1,FDFT1,0.988,functional_association,functional
HMGCS1,DHCR7,0.947,functional_association,functional
HMGCS1,AACS,0.959,functional_association,functional
HMGCS1,SREBF2,0.959,functional_association,functional
HMGCS1,IDI1,0.972,functional_association,functional
HMGCS1,HMGCLL1,0.979,functional_association,functional
HMGCS1,HMGCL,0.987,functional_association,functional
HMGCS1,ACAA1,0.989,functional_association,functional
PRKAG1,PFKFB3,0.734,functional_association,functional
HMGCS1,HADHB,0.993,functional_association,functional
HMGCS1,FDPS,0.997,functional_association,functional
HMGCS1,ACAT2,0.998,functional_association,functional
PRKAG1,ACLY,0.408,functional_association,functional
PRKAG1,GART,0.563,functional_association,functional
PRKAG1,PFKFB1,0.724,functional_association,functional
GSK3B,SREBF1,0.764,functional_association,functional
GSK3B,CAV1,0.781,functional_association,functional
GSK3B,MTOR,0.784,functional_association,functional
CARM1,CHD9,0.522,functional_association,functional
CARM1,CPT2,0.439,functional_association,functional
CARM1,ABCA1,0.463,functional_association,functional
CARM1,CYP1A1,0.47,functional_association,functional
CARM1,HMGCS2,0.48,functional_association,functional
CARM1,ACTB,0.49,functional_association,functional
CARM1,FDFT1,0.514,functional_association,functional
CARM1,TBL1XR1,0.571,functional_association,functional
CARM1,AGT,0.429,functional_association,functional
CARM1,NR1H4,0.571,functional_association,functional
CARM1,PPARA,0.594,functional_association,functional
CARM1,RXRA,0.6,functional_association,functional
CARM1,TBL1X,0.603,functional_association,functional
CARM1,HELZ2,0.633,functional_association,functional
CARM1,NCOA6,0.637,functional_association,functional
CARM1,ABCB11,0.434,functional_association,functional
CARM1,ACSL1,0.423,functional_association,functional
CARM1,ESR1,0.972,functional_association,functional
HADHB,ACAA1,0.952,functional_association,functional
HADHB,SCP2,0.793,functional_association,functional
